PosScore,NegScore,SynsetTermsSplitted,বঙ্গানুবাদ
0,0,rapier,রেইপিয়ার
0.25,0,rhubarb,রেউচিনি
0,0,rhubarb plant,রেউচিনি উদ্ভিদ
0,0,rhubarb pie,রেউচিনি পাই
0,0,rowan,রেউনবৃক্ষ
0.125,0,rewa-rewa,রেওয়া-রেওয়া
0,0,rectal artery,রেকটাল ধমনী
0.125,0.25,rectal vein,রেকটাল শিরা
0,0,record album,রেকর্ড অ্যালবাম
0,0,record cover,রেকর্ড কভার
0,0,tape-recorded,রেকর্ড করা
0,0,record company,রেকর্ড কোম্পানি
0,0,record changer,রেকর্ড চেঞ্জার
0,0,record jacket,রেকর্ড জ্যাকেট
0,0,record player,রেকর্ড প্লেয়ার
0,0,record book,রেকর্ড বই
0.375,0,record-breaking,রেকর্ড ভঙ্গ
0,0,record-breaker,রেকর্ড ভঙ্গকারী
0,0,record hop,রেকর্ড হপ
0,0,record sleeve,রেকর্ড হাতা
0.125,0,reordering,রেকর্ডকারী
0,0,recorder,রেকর্ডার
0,0,recorder player,রেকর্ডার খেলোয়াড়
0,0,recording,রেকর্ডিং
0,0,recording label,রেকর্ডিং ট্যাগ
0,0,recording machine,রেকর্ডিং মেশিন
0,0,recording equipment,রেকর্ডিং সরঞ্জাম
0,0,recording system,রেকর্ডিং সিস্টেম
0,0,recording studio,রেকর্ডিং স্টুডিও
0,0,taping,রেকর্ডিংযে
0,0,stirrup,রেকাব
0,0,stirrup cup,রেকাব কাপ
0,0,stirrup pump,রেকাব পাম্প
0,0,stirrup iron,রেকাব লোহা
0,0,stirrup-shaped,রেকাব-আকৃতির
0,0,wrecker,রেকার
0,0,recce,রেকি করতে
0,0,rectorate,রেক্টরের পদ
0,0,rex,রেক্স
0,0,rex harrison,রেক্স হ্যারিসন
0,0.375,tracer,রেখক
0,0,stria,রেখা
0,0,lineation,রেখাঙ্কন
0,0,line drawing,রেখাচিত্র
0.125,0.125,adumbration,রেখাভাস
0,0,lined,রেখাযুক্ত
0,0,lined snake,রেখাযুক্ত সাপ
0,0.25,euphemism,রেখাসমূহ
0,0,ragweed,রেগউইড
0,0,ragweed pollen,রেগউইড পরাগ
0,0,reggae,রেগা
0,0,reagan administration,রেগান প্রশাসন
0,0,rangoon,রেঙ্গুন
0,0,cathartic,রেচক
0,0,purge,রেচক পদার্থ
0,0,catharsis,রেচন
0,0,excretory organ,রেচন অঙ্গ
0,0,excretory product,রেচন পণ্য
0,0,rachel,রেচেল
0,0,rachel louise carson,রেচেল লুইস কার্সন
0,0,quilt,রেজাই
0,0,regina,রেজিনা
0,0,reginald carey harrison,রেজিনাল্ড ক্যারির হ্যারিসন
0,0,reginald marsh,রেজিনাল্ড জলাভূমি
0,0,reginald joseph mitchell,রেজিনাল্ড জোসেফ মিচেল
0,0.625,unregistered,রেজিষ্টারী করা হয় নাই এমন
0,0,register language,রেজিস্টার ভাষা
0,0,registrar,রেজিস্ট্রার
0,0,registry,রেজিস্ট্রি
0.125,0,rating system,রেটিং সিস্টেম
0,0,reticulum,রেটিকুলাম
0,0,reticuloendothelial system,রেটিকুলোএন্ডোথিলিয়াল তন্ত্রের
0.25,0.125,retinopathy,রেটিনা ক্ষয়
0,0,retinal,রেটিনার
0,0,retinal detachment,রেটিনার বিচু্যতি
0,0,retinal purple,রেটিনার রক্তবর্ণ
0,0,retinal rod,রেটিনার রড
0,0,retinal cone,রেটিনার শঙ্কু
0,0,retinal scanning,রেটিনার স্ক্যানিং
0,0,retinoblastoma,রেটিনোব্ল্যাস্টোমা
0,0,rotenone,রেটোনান
0,0,retrovirus,রেট্রোভাইরাস
0,0,sachem,রেড ইণ্ডিয়ান গোষ্ঠীপতি
0,0,wigwam,রেড ইণ্ডিয়ান জাতির কুটীর বা তাঁবু
0,0,redox,রেডক্স
0,0,radio,রেডিও
0,0,radio operator,রেডিও অপারেটর
0,0,radio antenna,রেডিও অ্যান্টেনা
0,0,radio brightness,রেডিও উজ্জ্বলতা
0,0,radio source,রেডিও উৎস
0,0,radio compass,রেডিও কম্পাস
0,0,radio noise,রেডিও গোলমাল
0,0,radio chassis,রেডিও চ্যাসি
0,0,radio astronomy,রেডিও জ্যোতির্বিদ্যা
0,0,radio transmitter,রেডিও ট্রান্সমিটার
0.125,0,embattled,রেডিও তেহরান
0,0,radio telescope,রেডিও দূরবীন
0,0,radio-controlled,রেডিও নিয়ন্ত্রিত
0,0,radio emission,রেডিও নির্গমন
0,0,radio observation,রেডিও পর্যবেক্ষণ
0,0,radio spectrum,রেডিও বর্ণালী
0,0,radio radiation,রেডিও বিকিরণ
0,0.25,radio beam,রেডিও মরীচি
0,0,radio receiver,রেডিও রিসিভার
0,0,radio link,রেডিও লিংক
0,0,radio signal,রেডিও সংকেত
0,0,radio news,রেডিও সংবাদ
0,0,radio detection and ranging,রেডিও সনাক্তকরণ ও ছোটো
0.125,0.5,radio-opaque,রেডিও-অস্বচ্ছ
0.125,0.5,radio-opacity,রেডিও-অস্বচ্ছতা
0,0,radiocarbon,রেডিওকার্বন
0.125,0,radiocarbon dating,রেডিওকার্বন ডেটিং
0,0,radio-gramophone,রেডিও-গ্রামোফোন
0,0,radio-phonograph,রেডিও-ধ্বনিনির্দেশক চিহ্ন
0,0,radiobiology,রেডিওবায়োলজি
0,0,radiological,রেডিওলজিক্যাল
0,0,radiolarian,রেডিওলারিয়ান
0,0,radio aerial,রেডিত্ত-এরিয়াল
0,0,radiograph,রেডিত্তগ্রাফ়
0,0,radiogram,রেডিত্তগ্রাম
0,0,radiographer,রেডিত্তগ্র্যাফ়ের
0,0,radiography,রেডিত্তগ্র্য্রাফি
0,0,radiotelegraph,রেডিত্ত-টেলিগ্র্যাফ
0,0,radiotelephone,রেডিত্ত-টেলিফ়োন
0,0,soap opera,রেডিত্ততে ধারাবাহিক নাটক
0,0,radiophone,রেডিত্তফ়োন
0,0,radio beacon,রেডিত্ত-বীকন
0,0,radiometer,রেডিত্তমীটার
0,0,radiolocation,রেডিত্ত-লোকেশন
0,0,radiologist,রেডিত্তল্যাজিস্ট
0,0,radioscopy,রেডিত্তস্কোপি
0,0,radium,রেডিয়াম
0,0,radium therapy,রেডিয়াম থেরাপি
0,0,radial artery,রেডিয়াল আর্টারি
0,0,radiator cap,রেডিয়েটর ক্যাপ
0,0,radiator grille,রেডিয়েটর জাফরি
0,0,radiator hose,রেডিয়েটর পায়ের পাতার মোজাবিশেষ
0,0,castor bean,রেড়ির সিম
0,0,castor bean plant,রেড়ির সিম কারখানা
0,0,castor oil,রেড়ীর তেল
0,0,rede,রেডে
0,0,rentier,রেণ্টিয়ে
0,0.25,rasp,রেতি
0,0,wren,রেন
0,0,wren warbler,রেন গায়ক
0,0.125,wren-tit,রেন-চামচিকা
0.125,0,reynolds,রেনল্ডস
0.125,0,renal calculus,রেনাল ক্যালকুলাস
0.125,0,renal cortex,রেনাল বল্কল
0.5,0.125,renal disorder,রেনাল ব্যাধি
0,0,renal corpuscle,রেনাল রক্তকণিকা
0,0,renal vein,রেনাল শিরা
0,0,renal colic,রেনাল শূলবেদনা
0,0,renal pelvis,রেনাল শ্রোণীচক্র
0,0,renaissance,রেনেসাঁ
0,0,revival meeting,রেনেসাঁ সভা
0,0,renaissance man,রেনেসাঁর মানুষ
0,0,reno,রেনো
0.25,0,rent-a-car,রেন্ট-এ-কার
0,0,render-set,রেন্ডার-সেট
0,0,icebox cake,রেফ্রিজারেটর পিষ্টক
0,0.125,rebecca,রেবেকা
0,0,rebecca west,রেবেকা পশ্চিমে
0,0,rebekah,রেবেকার
0,0,revenue stamp,রেভিনিউ স্ট্যাম্প
0.125,0,random access memory,রেম
0,0,raymond b. cattell,রেমন্ড খ। ক্যাটেল
0,0,raymond thornton chandler,রেমন্ড থর্নটন শ্যান্ডলার
0,0,raymond bernard cattell,রেমন্ড বার্নার্ড ক্যাটেল
0,0,raymond chandler,রেমন্ড শ্যান্ডলার
0,0,remittance man,রেমিটেন্স মানুষ
0,0,remora,রেমোরার
0,0,rayon stocking,রেয়ন মোজা
0,0.375,rail,রেল
0,0,rail technology,রেল প্রযুক্তি
0,0,railway system,রেল ব্যবস্থা
0,0,marshalling yard,রেল ময়দানে মালগাড়ি
0,0,railway line,রেল লাইন
0,0,train station,রেল ষ্টেশন
0,0,railyard,রেলইয়ার্ড
0,0,railway car,রেলওয়ে গাড়ী
0,0,railway locomotive,রেলওয়ে চারী
0,0,railway junction,রেলওয়ে জংশন
0,0,railway man,রেলওয়ে মানুষ
0,0,train,রেলগাড়ি
0,0,entrain,রেলগাড়িতে চড়া
0,0,brakeman,রেলগাড়ির ব্রেকনিয়ন্ত্রণকারী
0,0,railroad,রেলপথ
0,0,railroad vine,রেলপথ আঙ্গুরলতা
0,0,railroad worm,রেলপথ কীট
0,0,railroad car,রেলপথ গাড়ী
0,0,railroad tie,রেলপথ টাই
0,0,railroad terminal,রেলপথ টার্মিনাল
0,0,railroad ticket,রেলপথ টিকেট
0,0,railroad train,রেলপথ ট্রেন
0,0,railroad siding,রেলপথ পক্ষাবলম্বন
0,0,railroad engineer,রেলপথ প্রকৌশলী
0,0,railroad bed,রেলপথ বিছানা
0,0,railroad man,রেলপথ মানুষ
0,0,railroad line,রেলপথ লাইন
0,0,railroad tunnel,রেলপথ সুড়ঙ্গ
0,0,railway yard,রেলপথকারখানা
